OwnerAge,Gender,Breed,DogAge
50,W,Malteser,10
30,W,Yorkshire Terrier,11
30,W,Australian Shepherd,4
50,M,Schnauzer,6
20,M,Mops,3
50,W,Collie,6
50,W,Collie,6
70,W,Golden Retriever,6
70,M,Labrador,3
50,W,Briard,8
70,W,Bolonka Zwetna,3
30,W,Papillon,10
40,W,Chihuahua,0
50,M,Flat Coated Retriever,3
50,W,Zwergspitz,4
60,W,Shih Tzu,5
60,W,Shih Tzu,2
40,W,Labrador Retriever,11
40,M,Papillon,3
60,W,Cairn Terrier,3
50,W,Zwergdachshund,5
30,W,Chihuahua,3
70,W,Beagle,7
40,M,Jack Russel Terrier,3
40,M,Jack Russel Terrier,1
20,W,Yorkshire Terrier,5
30,W,Malinois,7
30,W,Kuvasz,10
20,W,Mops,4
30,W,Havaneser,3
50,M,Dogo Argentino,11
40,M,Golden Retriever,12
30,M,West Highland White Terrier,3
40,M,Beagle,3
40,M,Magyar Viszla,3
60,W,Französische Bulldogge,3
30,M,Labrador Retriever,8
30,W,Mops,3
30,W,Mops,2
30,M,Border,6
30,M,Shih Tzu,3
50,W,Pinscher,3
70,M,Zwergschnauzer,3
40,M,Berner Sennenhund,7
999,M,Deutscher Schäfer,2
20,W,Pinscher,6
40,W,Bergamasker,3
40,W,Shih Tzu,3
40,W,Labrador,3
40,W,Boxer,3
80,W,Yorkshire Terrier,3
30,W,Schäfer,13
30,W,Schäfer,13
40,W,Lagotto Romagnolo,3
40,W,Jagdhund,12
30,W,Bolonka Zwetna,3
20,W,Bolonka Zwetna,5
40,W,Podenco,2
70,M,Galgo Espanol,8
40,M,Parson Jack Russell Terrier,5
999,W,Labrador Retriever,3
30,M,Border Collie,4
30,W,Papillon,3
30,W,Papillon,3
40,M,Mops,3
50,M,Magyar Viszla,4
20,W,Whippet,3
40,M,Beagle,3
40,M,Labrador Retriever,3
70,M,Yorkshire Terrier,11
30,W,Malteser,3
60,M,Basenji,4
80,M,Foxterrier,10
60,W,Labrador Retriever,4
50,M,Mops,3
70,W,Yorkshire Terrier,3
20,W,Chihuahua,5
20,W,Chihuahua,4
20,W,Chihuahua,1
40,M,Golden Retriever,10
60,W,Bolonka Zwetna,4
40,W,Golden Retriever,9
50,M,Border Collie,3
60,M,English Cocker Spaniel,2
60,M,Cairn Terrier,6
30,W,Basset Hound,3
60,W,Jack Russel Terrier,3
50,W,Zwergschnauzer,9
40,W,West Highland White Terrier,5
40,W,Deutscher Schäfer,3
20,W,Zwergrauhaardackel,1
60,W,Chihuahua,5
60,W,Chihuahua,4
30,M,Labrador Retriever,3
30,W,Französische Bulldogge,3
50,W,Havaneser,3
20,W,Chihuahua,4
40,W,Shiba Inu,2
20,W,Cocker Spaniel,5
60,W,Pekingese,4
70,M,Labrador Retriever,8
40,M,Samojede,3
30,M,Berner Sennenhund,3
40,W,Französische Bulldogge,1
50,W,Labrador Retriever,4
40,W,Entlebucher,9
20,W,Deutscher Schäfer,3
20,W,Griffon,2
30,M,Weisser Schäferhund (Berger Blanc Suisse),2
50,M,Flat Coated Retriever,3
60,M,Golden Retriever,3
60,W,Continental Bulldog,5
30,M,Bergamasker,3
20,M,Französische Bulldogge,2
40,M,Französische Bulldogge,3
40,W,Labrador Retriever,1
40,M,Zwergpinscher,4
40,M,Golden Retriever,3
30,M,Deutscher Schäfer,2
50,W,Golden Retriever,3
20,W,Boxer,4
20,W,Boxer,4
40,W,Soft Coated Wheaten Terrier,9
40,W,Foxterrier,3
40,W,Chihuahua,2
40,W,Chihuahua,0
40,W,Yorkshire Terrier,8
70,W,Vizsla,3
50,W,$Labradoodle$,8
70,W,Labrador Retriever,7
60,W,Border Collie,4
30,W,Weimaraner,3
80,W,Pekingese,10
40,W,Malteser,6
50,W,Dachshund,5
50,W,Shih Tzu,9
60,W,Beagle,6
40,W,Berner Sennenhund,2
60,M,Labrador Retriever,2
50,W,Mops,2
30,W,Englische Bulldogge,2
30,W,Malteser,2
30,W,Havaneser,2
40,W,Lagotto Romagnolo,2
50,W,Französische Bulldogge,3
60,W,Tibet Terrier,2
20,W,Appenzeller,11
60,M,Deutsch Kurzhaar,4
20,W,Boston Terrier,7
50,W,Lagotto Romagnolo,2
30,W,Chihuahua,9
30,W,Jack Russel Terrier,4
20,W,Zwergspitz,2
60,W,Shetland Sheepdog,2
30,M,Perro de Agua Espanol,2
50,W,Malteser,1
60,W,Shetland Sheepdog,2
40,W,Jack Russel Terrier,2
50,W,Bolonka Zwetna,2
50,W,Beagle,2
30,W,Dachshund,2
50,W,Berner Sennenhund,6
50,W,Kooikerhondje,11
60,W,Bolonka Zwetna,2
30,W,Havaneser,2
70,W,West Highland White Terrier,8
60,W,Boston Terrier,2
40,W,Shetland Sheepdog,2
40,W,Yorkshire Terrier,3
50,M,Französische Bulldogge,2
60,W,Collie,3
40,W,Australian Shepherd,2
20,W,Chihuahua,2
60,W,Havaneser,2
60,M,Yorkshire Terrier,5
40,W,Golden Retriever,1
30,M,Rhodesian Ridgeback,2
30,M,Golden Retriever,4
30,W,Dalmatiner,2
50,W,Boxer,6
40,M,Chihuahua,3
40,M,Chihuahua,1
40,M,Malteser,1
40,W,Französische Bulldogge,2
20,W,Cavalier King Charles Spaniel,4
50,W,Lagotto Romagnolo,2
80,M,Parson Jack Russell Terrier,2
20,W,Französische Bulldogge,2
50,W,Chihuahua,2
30,W,Deutscher Schäfer,6
20,W,Entlebucher Sennenhund,4
70,W,Zwergpudel,2
80,W,Shih Tzu,13
60,W,Podenco,6
30,W,English Cocker Spaniel,8
20,W,Französische Bulldogge,2
50,W,Yorkshire Terrier,6
50,W,Yorkshire Terrier,1
40,W,Irish Wolfhound,2
70,M,Scottish Terrier,2
40,W,Yorkshire Terrier,9
40,W,Labrador,2
40,M,Old Englische Bulldogge,2
30,W,Schäfer,3
30,W,Jack Russel Terrier,2
30,W,Chihuahua,4
40,W,Chihuahua,9
30,W,Border Terrier,2
40,M,Chihuahua,2
20,M,Chihuahua,2
20,M,Chihuahua,1
50,W,Parson Russell Terrier,2
50,M,Norfolk Terrier,7
30,W,Jack Russel Terrier,2
50,M,Yorkshire Terrier,2
40,W,Maremmen-Abruzzen-Schäferhund,6
30,W,Labrador Retriever,4
20,W,Prager Rattler,2
50,W,Cocker Spaniel,2
20,W,Chihuahua,2
50,W,Parson Russell Terrier,999
50,W,Yorkshire Terrier,8
50,W,Bolonka Zwetna,6
50,W,Jack Russel Terrier,12
30,W,Lhasa Apso,10
30,W,Lhasa Apso,7
70,W,Yorkshire Terrier,3
30,W,Labrador Retriever,3
60,M,Bolonka Zwetna,2
50,M,Chesapeake Bay Retriever,0
30,W,Deutscher Schäfer,13
50,W,Continental Bulldog,3
40,W,Eurasier,3
20,W,Französische Bulldogge,2
20,W,Greyhound,9
30,W,Englische Bulldogge,3
40,M,Cocker Spaniel,2
30,M,Golden Retriever,2
70,W,Pinscher,4
50,M,Cocker Spaniel,3
40,W,Malteser,2
40,W,Rhodesian Ridgeback,2
60,W,Französische Bulldogge,2
60,W,Lakeland Terrier,4
40,M,Französische Bulldogge,3
40,M,Labrador Retriever,7
50,W,Griffon,5
40,W,Whippet,2
30,W,Boxer,2
30,W,Yorkshire Terrier,3
20,W,Chihuahua,3
20,W,Border Collie,5
20,W,Border Collie,0
30,M,Deutscher Boxer,2
60,W,Chodsky pes,2
40,W,Labrador Retriever,8
30,M,Jack Russel Terrier,6
60,M,King Charles Spaniel,6
20,W,Malteser,2
50,W,Chihuahua,2
20,W,Chihuahua,2
40,W,Bolonka Zwetna,2
40,W,Chihuahua,2
30,M,Boston Terrier,3
20,M,Cocker Spaniel,8
20,W,Französische Bulldogge,2
20,W,Zwergpudel,2
20,W,Dobermann,7
30,W,Chihuahua,0
20,M,Eurasier,2
40,W,Border Collie,2
30,W,Beagle,2
40,M,Labrador Retriever,4
40,W,Dachshund,5
30,W,Appenzeller Sennenhund,2
40,W,Labrador Retriever,3
70,M,Shar Pei,1
50,W,Bichon,2
60,M,Portugiesischer Wasserhund,4
60,W,Französische Bulldogge,2
50,W,West Highland White Terrier,13
50,M,Berner Sennenhund,2
50,W,Appenzeller,2
70,W,English Cocker Spaniel,3
30,W,Zwergpudel,2
80,W,Mops,12
50,W,Pudel,2
40,M,Mops,2
40,W,Pekingese,2
40,W,Yorkshire Terrier,3
80,M,Toypudel,2
30,W,Jack Russel Terrier,13
30,W,Zwergspitz,2
50,W,Jack Russel Terrier,4
50,M,Lhasa Apso,4
30,W,Retriever,7
50,W,Dachshund,0
30,M,Berner Sennenhund,8
30,W,Berner Sennenhund,5
40,W,Bolonka Zwetna,2
30,M,Berner Sennenhund,3
30,W,Mops,5
50,W,Zwergschnauzer,2
30,W,Shiba Inu,6
40,W,Golden Retriever,2
40,M,Labrador Retriever,0
40,M,Dachshund,4
20,W,Appenzeller Sennenhund,2
20,W,Jack Russel Terrier,4
40,M,Toy Pudel,2
50,W,Mops,2
30,M,Zwergspitz,4
30,M,Zwergspitz,3
70,W,Yorkshire Terrier,2
70,W,Bichon frisé,5
40,M,Labrador Retriever,9
40,M,Papillon,6
30,W,Französische Bulldogge,3
50,W,Pekingese,10
20,W,Malteser,1
999,M,Jack Russel Terrier,10
40,W,Rhodesian Ridgeback,2
50,W,Malteser,2
30,W,Golden Retriever,2
20,W,Chihuahua,0
20,W,Mops,2
40,M,West Highland White Terrier,2
40,W,Labrador Retriever,2
20,W,West Highland White Terrier,2
40,W,Labrador Retriever,2
40,W,Cocker Spaniel,8
30,W,Chihuahua,10
40,M,Französische Bulldogge,4
40,W,Malteser,2
20,W,Französische Bulldogge,3
30,M,Französische Bulldogge,3
50,M,Hirtenhund,9
30,W,Labrador Retriever,3
50,M,Dachshund,2
40,W,Yorkshire Terrier,2
40,W,Yorkshire Terrier,0
60,M,Malteser,2
40,W,Basenji,4
30,W,Hovawart,5
30,W,Labrador Retriever,3
60,W,Pudel,2
40,W,Deutscher Schäfer,2
30,M,Französische Bulldogge,6
30,M,Malteser,7
30,W,Continental Bulldog,5
20,W,Boxer,2
30,M,English Cocker Spaniel,2
30,W,Malteser,5
50,M,Malteser,3
20,W,Mops,2
10,W,Yorkshire Terrier,2
30,M,Zwergschnauzer,2
40,W,Chihuahua,2
20,W,Golden Retriever,10
20,M,Englische Bulldogge,2
40,M,Chihuahua,5
20,W,Französische Bulldogge,2
70,M,Weimaraner,2
40,W,Labrador Retriever,2
30,M,Münsterländer,11
40,W,Labrador Retriever,2
30,W,Mittelpudel,2
40,M,Prager Rattler,2
40,M,Dobermann,2
40,W,Pudel,2
30,M,Französische Bulldogge,2
30,W,Welsh Corgi,0
40,M,Berner Sennenhund,2
60,M,Shih Tzu,10
50,W,Border Collie,2
40,W,Pinscher,2
60,W,Malteser,3
50,M,Entlebucher Sennenhund,0
40,W,Havaneser,2
30,W,Malteser,2
30,M,Chihuahua,2
50,W,West Highland White Terrier,10
20,M,Französische Bulldogge,2
30,W,Irish Terrier,4
60,W,Yorkshire Terrier,1
60,W,Yorkshire Terrier,2
30,W,Collie,0
30,W,Zwergschnauzer,10
70,W,Schäfer,11
30,M,Podenco Ibicenco,5
30,M,Podenco Ibicenco,5
70,W,Shih Tzu,4
40,W,Bolonka Zwetna,3
50,M,Sheltie,14
50,M,Tibetan Spaniel,2
30,M,Labrador Retriever,6
50,W,Golden Retriever,13
50,W,Golden Retriever,11
50,M,Berner Sennenhund,6
50,M,Parson Jack Russell Terrier,6
30,W,Chihuahua,2
40,M,Englische Bulldogge,4
40,W,Deutscher Schäfer,2
30,W,Rottweiler,2
40,M,Yorkshire Terrier,4
20,W,Shih Tzu,2
50,W,Neufundländer,2
50,W,Bolonka Zwetna,4
30,M,Border Collie,4
30,M,Beagle,9
20,M,Mops,3
40,M,Whippet,12
60,W,Entlebucher,2
20,W,Chihuahua,2
30,W,Flat Coated Retriever,2
30,W,Irish Terrier,5
50,W,Chihuahua,9
50,W,Chihuahua,6
20,W,Französische Bulldogge,2
40,W,Jack Russel Terrier,7
30,M,Schäfer,2
20,W,Whippet,0
40,W,Zwergpinscher,5
40,M,Yorkshire Terrier,2
20,M,Französische Bulldogge,0
30,W,Petit Basset Griffon Vendéen,9
30,W,Mops,2
30,M,Jack Russel Terrier,5
30,M,Malteser,4
50,W,Golden Retriever,2
30,W,Berner Sennenhund,2
30,M,Golden Retriever,2
70,M,Eurasier,2
30,W,Border Collie,2
30,W,Mops,6
30,W,Mops,6
20,W,Mops,4
40,M,Border Collie,9
20,M,Beagle,1
40,W,Jack Russel Terrier,2
30,W,Pudel,6
50,M,Border Collie,8
40,W,Pinscher,3
30,W,Dachshund,3
60,W,Podenco,4
50,M,Französische Bulldogge,3
50,M,Französische Bulldogge,0
30,M,Labrador Retriever,2
30,W,Jack Russel Terrier,2
60,M,Yorkshire Terrier,2
50,W,Cocker Spaniel,7
30,W,Bichon frisé,2
60,W,Zwergschnauzer,5
60,W,Rottweiler,9
40,M,Labrador Retriever,2
30,W,Chihuahua,8
40,W,Havaneser,2
30,W,Parson Russell Terrier,2
30,M,Chihuahua,2
30,W,Deutscher Schäfer,7
50,W,Basenji,1
30,W,Chihuahua,2
30,M,Prager Rattler,2
20,W,Labrador Retriever,1
20,W,Pudel,5
40,M,Grosser Schweizer Sennenhund,2
40,W,Jack Russel Terrier,12
40,W,West Highland White Terrier,8
20,W,Yorkshire Terrier,2
20,W,Griffon bruxellois,5
50,W,Jack Russel Terrier,2
60,W,Cairn Terrier,2
50,W,Jack Russel Terrier,4
50,W,Zwergspitz,2
30,W,Zwergpinscher,4
30,M,Mops,2
40,M,Chihuahua,2
20,W,Französische Bulldogge,1
60,W,Biewer Yorkshire Terrier,7
30,W,Golden Retriever,12
20,W,Rottweiler,2
20,W,Continental Bulldog,2
40,W,Golden Retriever,8
40,W,Mittelschnauzer,1
40,W,Chihuahua,5
40,W,Chihuahua,2
30,W,Französische Bulldogge,5
30,W,Shih Tzu,2
40,W,Chihuahua,2
30,W,Chihuahua,6
60,W,Berner Sennenhund,8
30,W,Dachshund,2
30,W,Dachshund,2
50,W,Jack Russel Terrier,2
50,W,Galgo Espanol,4
20,W,Cavalier King Charles Spaniel,5
50,W,Deutscher Schäfer,5
30,M,Biewer Yorkshire Terrier,1
30,M,Rottweiler,2
40,W,Chihuahua,3
20,W,Mops,3
50,M,Tibet Terrier,11
50,W,Chihuahua,2
40,W,Chihuahua,2
20,W,Französische Bulldogge,3
60,M,Labrador Retriever,1
60,M,Pekingese,6
60,M,Pekingese,5
60,W,Französische Bulldogge,2
40,W,Lagotto Romagnolo,1
20,W,Beagle,2
50,W,Havaneser,2
40,W,Yorkshire Terrier,4
50,W,Italienisches Windspiel,7
50,W,Italienisches Windspiel,3
50,W,Italienisches Windspiel,0
40,W,Jack Russel Terrier,14
60,M,Chihuahua,2
60,M,Chihuahua,2
70,W,Chihuahua,2
40,M,Labrador Retriever,14
30,M,Deutscher Schäfer,0
60,M,Boxer,1
80,M,Yorkshire Terrier,2
50,W,Miniature Bull Terrier,2
40,M,Pinscher,2
40,W,Jack Russel Terrier,13
40,M,Jack Russel Terrier,4
20,W,Französische Bulldogge,2
30,W,Affenpinscher,2
20,W,Cocker Spaniel,5
20,W,Deutscher Vorstehhund,6
40,W,Labrador Retriever,1
50,M,Havaneser,1
40,W,Welsh Corgi,12
60,W,Pekingese,3
50,W,Pekingese,1
50,W,Deutscher Kleinspitz,1
60,W,Malteser,6
20,M,Malteser,2
50,W,Bergamasker,14
40,W,West Highland White Terrier,11
30,M,Zwergspitz,1
20,M,Pinscher,10
50,M,Yorkshire Terrier,7
20,W,Chihuahua,2
40,W,Berner Sennenhund,1
20,W,Französische Bulldogge,2
40,W,Zwergspitz,1
60,M,Yorkshire Terrier,13
30,W,Pudel,10
70,W,Sheltie,0
20,M,Rauhaar Dackel,5
20,M,Rauhaar Dackel,1
30,W,Labrador Retriever,1
50,W,Labrador Retriever,8
30,M,Lhasa Apso,11
30,W,Englische Bulldogge,1
50,W,Berner Sennenhund,1
60,W,Papillon,4
20,W,Chihuahua,4
60,W,Ratero,3
20,W,Chihuahua,3
20,W,Parson Jack Russell Terrier,3
50,W,Parson Russell Terrier,1
40,M,Pointer,1
40,W,Parson Jack Russell Terrier,1
30,M,Chihuahua,1
50,W,Golden Retriever,1
50,W,Australian Terrier,1
20,M,Labrador Retriever,3
40,W,Curly Coated Retriever,2
30,M,Flat Coated Retriever,1
40,W,Golden Retriever,1
20,W,Pinscher,2
50,W,Yorkshire Terrier,3
20,M,Mops,2
50,M,Französische Bulldogge,1
40,M,Mops,4
30,M,Labrador Retriever,3
20,M,Französische Bulldogge,1
20,W,Shih Tzu,1
40,M,King Charles Spaniel,3
50,W,Malteser,8
50,W,Labrador Retriever,1
30,M,Shih Tzu,1
40,W,Border Collie,6
40,W,Deutsche Dogge,0
30,W,Labrador Retriever,2
20,M,Biewer Yorkshire Terrier,3
50,M,Katalanischer Schäferhund (Gos d'Atura Català),2
30,M,Labrador Retriever,6
30,W,Pinscher,2
30,W,Pekingese,3
40,W,Deutscher Vorstehhund,2
30,W,Chihuahua,7
30,W,Pudel,3
40,M,Boston Terrier,2
40,M,Malteser,10
30,M,Bergamasker,1
30,M,Spinone,5
50,W,Berner Sennenhund,1
40,W,Japan Chin,2
50,W,Hovawart,1
40,W,Sheltie,6
60,W,Griffon belge,3
20,W,Cocker Spaniel,4
50,W,Chihuahua,4
30,M,West Highland White Terrier,2
70,W,Parson Russell Terrier,1
40,W,Toy Pudel,2
50,W,Lhasa Apso,1
20,W,Toy Pudel,1
40,W,Yorkshire Terrier,3
20,W,Pinscher,1
40,W,Golden Retriever,5
40,W,Labrador Retriever,5
40,W,Podenco,7
20,W,Rehpinscher,7
30,W,Cairn Terrier,4
20,W,Parson Jack Russell Terrier,7
30,M,Französische Bulldogge,7
30,M,Chihuahua,3
50,M,Pinscher,1
20,W,Magyar Viszla,3
40,W,Labrador Retriever,1
50,W,Malinois,10
50,W,Havaneser,1
20,W,Chihuahua,7
50,M,Zwergpudel,11
30,W,Yorkshire Terrier,2
30,W,Yorkshire Terrier,1
30,W,Labrador Retriever,2
40,W,Zwergpinscher,2
30,W,Französische Bulldogge,1
20,M,Chihuahua,5
30,W,Labrador Retriever,7
50,M,Pekingese,2
30,W,Chihuahua,8
30,W,Chihuahua,2
40,W,Malteser,2
30,M,Bolonka Zwetna,5
30,W,Miniature Australian Shepherd,2
30,W,Miniature Australian Shepherd,0
20,W,Mops,1
40,M,Border Collie,4
40,W,West Highland White Terrier,2
40,W,West Highland White Terrier,2
50,M,Grosspudel,12
50,M,Grosspudel,10
40,M,Golden Retriever,1
50,W,Golden Retriever,1
30,W,Pekingese,2
50,W,Jack Russel Terrier,5
20,W,Canaan Dog,1
30,W,Chihuahua,5
40,W,Chihuahua,1
20,W,Chihuahua,1
40,W,Zwergpinscher,13
40,W,Pekingese,3
30,W,Labrador Retriever,7
20,W,Labrador Retriever,1
20,W,Chihuahua,3
30,W,Labrador Retriever,1
40,W,Chihuahua,1
70,W,Tibet Terrier,11
40,W,Border Terrier,1
30,M,Französische Bulldogge,1
70,M,Flat Coated Retriever,1
70,M,Kromfohrländer,1
20,W,Cairn Terrier,4
30,W,Englische Bulldogge,1
40,W,Golden Retriever,7
30,W,Französische Bulldogge,3
30,W,Jack Russel Terrier,1
40,W,Bolonka Zwetna,1
50,W,Foxterrier,5
30,W,Französische Bulldogge,1
40,M,Spanischer Wasserhund,2
20,W,Chihuahua,6
30,W,Yorkshire Terrier,2
60,W,Labrador Retriever,1
60,W,Berner Sennenhund,6
40,W,Berner Sennenhund,1
30,M,Französische Bulldogge,1
10,W,Pinscher,1
30,W,Yorkshire Terrier,4
30,W,Yorkshire Terrier,2
50,M,Labrador Retriever,1
50,M,Zwergspitz,1
50,M,Weimaraner,1
30,W,Schäfer,17
50,W,Jack Russel Terrier,1
60,W,Französische Bulldogge,2
30,M,Magyar Viszla,1
20,W,Chihuahua,1
20,W,Chihuahua,2
50,M,Yorkshire Terrier,16
40,W,Yorkshire Terrier,5
40,M,Cocker Spaniel,4
30,M,Jack Russel Terrier,2
40,W,Bolonka Zwetna,1
30,W,Französische Bulldogge,2
30,M,Labrador Retriever,2
50,W,Yorkshire Terrier,11
20,M,Chihuahua,1
30,W,Tibet Terrier,1
30,W,Bichon,1
50,W,Australian Shepherd,3
40,M,Havaneser,1
30,W,Chihuahua,5
30,M,Vizsla,2
40,M,Shih Tzu,1
30,M,Yorkshire Terrier,1
30,W,Malteser,1
30,M,Altdeutscher Schäfer,2
30,M,Schäfer,6
20,W,Zwergpinscher,1
70,W,Pudel,1
30,M,Chihuahua,1
20,W,Mops,1
50,W,Schäfer,1
40,W,Labrador,1
50,W,Cavalier King Charles Spaniel,1
30,W,Husky,1
20,W,Chihuahua,1
60,W,English Cocker Spaniel,1
50,M,Golden Retriever,5
50,W,Terrier,3
70,W,Havaneser,1
20,W,Schäfer,2
50,W,Labrador Retriever,7
40,W,Parson Russell Terrier,1
50,W,Yorkshire Terrier,6
30,W,English Toy Terrier,1
30,W,Windspiel,10
50,W,Königspudel,1
40,W,Flat Coated Retriever,1
40,W,Labrador Retriever,0
50,M,Italienisches Windspiel,8
20,W,Shiba Inu,1
30,W,Beagle,3
50,M,Shih Tzu,5
30,W,Dachshund,5
30,W,Dachshund,4
30,W,English Cocker Spaniel,11
50,W,Malinois,7
50,W,Chihuahua,1
50,W,Chihuahua,0
40,M,Zwergpinscher,3
30,M,Jack Russel Terrier,2
20,W,Chinese Foo Dog,1
50,W,Bolonka Zwetna,1
30,W,Deutscher Pinscher,0
60,W,Bearded Collie,4
60,W,Mops,8
30,W,Chihuahua,2
40,W,King Charles Spaniel,3
20,W,Boxer,2
50,M,Dogo Argentino,3
60,M,Foxterrier,6
70,W,Labrador Retriever,3
30,W,Labrador Retriever,2
20,M,Chihuahua,7
20,M,Chihuahua,6
70,W,Dachshund,1
40,W,Deutscher Kleinspitz,5
20,M,Deutscher Schäfer,0
40,W,Zwergspitz,3
40,W,Zwergspitz,2
30,M,Yorkshire Terrier,2
40,W,Golden Retriever,5
40,M,Chihuahua,8
30,M,Labrador Retriever,8
20,W,Französische Bulldogge,1
60,W,Biewer Yorkshire Terrier,1
50,W,Bolonka Zwetna,1
40,W,Pudel,2
20,W,Yorkshire Terrier,9
20,W,Jack Russel Terrier,1
40,W,Zwergspitz,2
20,M,Französische Bulldogge,1
40,W,Sibirischer Husky,2
20,W,West Highland White Terrier,2
50,W,Bobtail (Old English Shepdog),1
40,W,Havaneser,2
60,M,Dalmatiner,1
50,W,Spitz,5
30,W,Podenco,1
50,W,Yorkshire Terrier,6
30,M,Zwergspitz,0
50,W,Französische Bulldogge,1
50,M,Französische Bulldogge,1
30,M,Border Collie,1
30,W,Terrier,14
40,W,Zwergpudel,1
40,M,Labrador Retriever,2
20,W,Französische Bulldogge,1
20,M,Deutscher Schäfer,1
20,W,Mops,1
30,W,Deutscher Boxer,8
40,M,Tibet Terrier,1
20,W,Rottweiler,2
40,W,Briard,1
40,W,Boxer,0
50,W,Podenco,8
40,W,Malteser,1
50,M,Dogge,2
50,W,Schäfer,1
70,W,Tibetan Spaniel,5
20,W,Chihuahua,2
30,W,Schäfer,7
40,W,Vorstehhund,1
50,W,Labrador Retriever,1
50,M,Yorkshire Terrier,1
40,M,Border Collie,4
40,M,Border Collie,13
40,W,Pinscher,1
30,M,Beagle,1
70,W,Chihuahua,8
30,W,Chihuahua,1
30,W,Zwergspitz,1
70,M,Norwich Terrier,3
30,M,Malteser,3
60,W,Lhasa Apso,8
60,W,Lhasa Apso,8
70,W,Pudel,2
40,W,Papillon,1
40,W,Papillon,0
40,W,Zwergpinscher,1
30,W,Schäfer,3
30,W,Zwergrauhaardackel,1
50,M,Pekingese,1
30,W,Shar Pei,1
20,W,$Labradoodle$,2
10,W,Jack Russel Terrier,1
70,W,Golden Retriever,10
50,M,Foxterrier,8
40,W,Zwergpudel,1
40,W,Beagle,7
30,W,Pudel,2
30,W,Bolonka Zwetna,0
50,W,Jack Russel Terrier,1
30,W,Spanischer Wasserhund,2
30,W,Chihuahua,1
30,W,Pinscher,1
30,W,Kurzhaar Dackel,1
50,W,Parson Russell Terrier,9
20,W,Jack Russel Terrier,1
60,W,Miniature Australian Shepherd,1
40,M,Teckel,9
30,M,Lagotto Romagnolo,1
30,W,Appenzeller Sennenhund,3
30,M,Shih Tzu,7
40,M,Flat Coated Retriever,1
30,W,Magyar Viszla,1
30,W,Golden Retriever,2
30,W,Bichon frisé,1
30,W,Malteser,2
40,W,Dachshund,13
60,W,Malteser,2
30,M,Welsh Corgi Cardigan,1
60,W,Akita,1
30,W,Golden Retriever,7
50,W,Yorkshire Terrier,2
40,W,Cavalier King Charles Spaniel,5
70,W,Golden Retriever,3
30,W,Australian Shepherd,1
60,W,Havaneser,10
50,M,Griffon belge,1
40,M,Schnauzer,1
20,W,Deutscher Boxer,2
40,M,Shih Tzu,1
20,W,Border Collie,2
40,W,Australian Shepherd,1
40,W,Samojede,1
70,W,Terrier,1
40,M,Appenzeller,1
50,W,Bearded Collie,1
70,W,Lhasa Apso,6
50,W,Golden Retriever,9
30,W,Old Englische Bulldogge,1
20,W,Rottweiler,6
40,M,Deutscher Schäfer,7
40,W,Jack Russel Terrier,1
40,W,Rhodesian Ridgeback,1
30,W,Bolonka Zwetna,1
20,W,Boston Terrier,3
40,M,Flat Coated Retriever,1
40,M,Deutscher Kleinspitz,1
40,M,Chihuahua,1
30,M,Chihuahua,1
40,W,Jack Russel Terrier,10
30,W,Border Collie,0
40,W,Spanischer Wasserhund,1
50,M,Malamut,6
40,M,Chihuahua,1
50,M,Field Spaniel,5
40,W,Dachshund,1
20,W,English Cocker Spaniel,3
20,M,Husky,1
80,W,Beagle,14
50,W,Deutscher Pinscher,1
40,M,Shih Tzu,11
40,M,Golden Retriever,3
60,W,Zwergdackel,15
70,W,Parson Jack Russell Terrier,1
20,W,Pinscher,1
40,W,Lagotto Romagnolo,1
40,W,Labrador Retriever,1
20,W,Yorkshire Terrier,1
40,W,Irish Terrier,1
30,W,Labrador Retriever,1
40,W,Mittelpudel,1
20,W,Zwergspitz,3
30,W,Groenendael,3
60,M,Appenzeller,1
50,W,Deutscher Kleinspitz,1
50,W,Pinscher,4
20,W,Dachshund,5
50,M,Flat Coated Retriever,5
50,M,Entlebucher Sennenhund,13
60,W,Labrador Retriever,1
40,W,Malteser,1
40,W,Yorkshire Terrier,5
40,M,Chihuahua,5
20,M,Weimaraner,1
30,W,Chihuahua,1
30,W,Chihuahua,0
30,W,Miniature Bull Terrier,6
60,W,Malteser,1
20,W,Zwergspitz,1
20,W,Chihuahua,1
40,W,Labrador Retriever,1
40,W,Pudel,4
20,M,Französische Bulldogge,3
60,W,Irish Wolfhound,10
30,W,Labrador Retriever,9
50,W,Chinese Crested,6
50,W,Chinese Crested,5
50,W,Pekingese,13
60,W,Yorkshire Terrier,3
30,M,Jack Russel Terrier,13
70,M,Malteser,1
30,W,Labrador Retriever,1
20,W,Perro de Agua Espanol,6
40,M,Labrador Retriever,2
20,M,Entlebucher Sennenhund,10
20,W,Deutscher Kleinspitz,5
20,W,Pinscher,1
20,W,Zwergspitz,3
30,M,Chow Chow,1
40,W,Deutscher Schäfer,2
40,W,English Toy Terrier,1
20,W,Chihuahua,5
30,W,Französische Bulldogge,1
30,M,Zwergpinscher,9
30,W,Prager Rattler,5
40,M,Golden Retriever,1
50,M,Pit Bull Terrier,11
40,W,Jack Russel Terrier,1
20,W,Mops,1
50,W,Französische Bulldogge,1
50,W,Zwergspitz,1
30,W,Chihuahua,1
40,M,Rhodesian Ridgeback,2
20,M,Labrador Retriever,2
40,W,Zwergpinscher,1
20,W,Cocker Spaniel,1
